,sentence,label
133,halo terima kasih banyak untuk usahamu,DOT BLANK BLANK BLANK BLANK DOT
134,beritahu aku jika kamu membutuhkan sesuatu dan aku akan mengurusnya secara pribadi oh ok terima kasih lagi untuk usahamu,BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK DOT COMMA DOT BLANK BLANK BLANK BLANK DOT
135,teruskan kerja bagus kita mengambil foto ini ketika kita pikir tae yi ryeong akan menikahi pemain bola itu bisakah kita terus menggunakan iklan ini walaupun pernikahannya batal,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
136,iklan ini mengirimkan pesan kuat foto ini akan membuat kita perhatian tae yi ryeong akan mengeluh,BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
137,jadi kenapa kalau dia mengeluh kita sudah membayar dia biaya iklannya,BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK DOT
138,bagus dia bilang ini tokonya,DOT BLANK BLANK BLANK DOT
139,oh istri dari pemilik toko ini meninggal karena kecelakaan beberapa hari yang lalu,COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
140,aku tahu tempat ini rangking ke4 di penjualan,BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
141,mall giant sepertinya sering menghubungi dia untuk tujuan pindah kesana tapi dia tidak mau pindah kesana karena dia setia padaku aku melihat beberapa hal jadi aku tidak bisa begitu percaya padanya lihat ini,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK DOT
142,lihat ini apakah kamu mendengar bahwa istri dari pemilik toko meninggal minggu lalu,BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
143,aku dengar pria itu sangat baik pada istrinya itu tidak akan bisa,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
144,aku melihat pasangan itu sebelumnya ini aneh hapus ini,BLANK BLANK BLANK BLANK DOT BLANK COMMA BLANK DOT
145,mereka datang kesini berkencan dan mereka merencanakan pergi mendaki dan pergi ke beberapa perjalanan untuk weekend pria itu sangat baik,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
146,istrinya sangat kaya juga dan dia harus baik karena istrinya membuka toko untuknya ibu mertua tampaknya lebih kaya lagi aku dengar dia punya banyak gedung di gangnam,BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
147,kalau begitu mari lihat anak tunggalnya sudah meninggal dan yang tertinggal hanya menantunya lalu semua kekayaan itu ini besar,BLANK BLANK BLANK COMMA BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK COMMA BLANK DOT
148,beruntung sekali bagaimanapun dia adalah suami yang baik ke istrinya,BLANK DOT COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT
149,dia berhak omo gong shil,BLANK DOT DOT BLANK DOT
150,unnie jika aku bilang kalau orang itu jahat ketika semua orang bilang mereka itu baik mereka tidak akan mempercayainya bukan,COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK COMMA QUES
151,apakah sesuatu datang kembali tidak,BLANK BLANK BLANK QUES DOT
152,gong shil ayo hidup disini untuk waktu yang lama kamu harus baik disini jadi kamu bisa pulang ke rumah dengan pria tampan dan mendapatkan beberapa energi pria,BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK DOT
153,baiklah maaf aku akan pergi,DOT COMMA BLANK BLANK DOT
154,pergilah sepertinya selalu ada sesuatu disini ketika gong shil datang oh tuhanku,DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK DOT
155,ada sesuatu disini apa pergi pergi uh maafkan aku,BLANK COMMA QUES COMMA COMMA BLANK COMMA BLANK DOT
156,apakah dia adikmu ya mengapa aku hanya ingin lebih dekat denganmu,BLANK BLANK QUES COMMA QUES BLANK BLANK BLANK BLANK BLANK DOT
157,aku akan membantumu kamu bahkan di rumah sakit menerima simpati bagaimana mereka memasang foto seperti ini,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK QUES
158,ayo buat keluhan ini apa ini,BLANK BLANK DOT QUES BLANK QUES
159,ini kelihatannya cukup bagus aku pikir lebaih baik memakai ini dan menendangnya jauhjauh daripada menerima simpati ketika mengenakan gaun pasien kamu benarbenar oke dengan ini,BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK QUES
160,aku suka haruskah kita mencari gadis yang merusak pernikahanku selagi kita disini,BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
161,ayo pikirkan tentang ini setelah kita makan gong shil,BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK QUES
162,apa apakah dia seseorang yang kamu kenal tidak mungkin tidak bisa,QUES BLANK BLANK BLANK BLANK BLANK QUES BLANK COMMA BLANK DOT
163,uh uh ya,COMMA COMMA QUES
164,aku tidak bisa tidak kerja karena luka ini um,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT DOT
165,kamu bilang kamu tersandung sesuatu ditangga waktu itu apakah kamu melihat ini,BLANK BLANK BLANK BLANK BLANK COMMA BLANK COMMA BLANK BLANK BLANK QUES
166,aku memungutnya di lorong dimana kamu melihatnya,BLANK BLANK BLANK DOT BLANK BLANK QUES
167,yeon hee jadi ini sepatu itu disini,BLANK DOT COMMA COMMA BLANK BLANK QUES
168,bukan disini jadi kamu jatuh seperti ini,QUES QUES BLANK BLANK BLANK BLANK QUES
169,dia bilang dia menjatuhkannya disini dan aku pikir tempat ini sangat dekat dengan toko suaminya itu terjatuh disana,BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK QUES
170,lalu sampah itum dan kamu adalah bagian dari tim kebersihan itu tugasmu untuk membuang sampah ke kotak sampah,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
171,ini bukan sampah kamu tahu apa yang ingin aku lakukan,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK DOT
172,tidak aku tidak tahu bagiku kamu kelihatan seperti orang malas yang melakukan halhal aneh seorang pekerja yang hampir kena pecat,COMMA BLANK BLANK DOT COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
173,sepatu itu kamu melihatnya juga kan,BLANK DOT BLANK BLANK BLANK QUES
174,ini adalah sama mereka sama bukan,BLANK BLANK DOT BLANK COMMA QUES
175,jadi walaupun aku tidak ingin tahu aku tidak bisa mengacuhkannya jika aku melihat di penglihatanku aku seperti itu,QUES BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT
176,lagi lagi lagi melakukan hal yang tidak berguna apakah kamu harus pergi mendaki lagi weekend ini,COMMA COMMA DOT BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
177,akuharuspergidengannya jadi aku tidak dicurigai jika ada kecelakaan apakah istrimu suka mendaki dia menyukainya,COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK QUES BLANK DOT
178,ini akan menjadi tempat dimana dia meninggal sayang yeon hee,BLANK BLANK BLANK BLANK BLANK BLANK DOT DOT BLANK DOT
179,yeon hee dengarkan apa yang aku harus katakan,BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
180,sayang kamu sekarang memakai sepatu hak itu istrimu meninggal,DOT BLANK BLANK BLANK BLANK BLANK QUES BLANK DOT
181,aku takut ditangkap karena ini adalah sepatu yang sama tidak apaapa sekarang,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT
182,hatihati masih ada ibu mertua,DOT BLANK BLANK BLANK DOT
183,ketika wanita tua itu meninggal siapa yang kamu pikir akan mengklaim semua ini dia kelihatan sehat kapan kamu pikir itu akan terjadi,BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK QUES
184,setelah anaknya meninggal dia tidak sehat ini akan segera terjadi kita beruntung,BLANK BLANK COMMA BLANK BLANK DOT BLANK BLANK BLANK DOT BLANK DOT
185,mall giant mencoba mencuri persetujuan sewa kita kita harus memastikan itu tidak terjadi itulah kenapa kita pergi berkeliling megucapkan halo ke semua penyewa kita,BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
186,mulutku sakit karena tersenyum pada mereka ini harga kecil yang harus dibayar untuk memastikan mereka tinggal disini terutama toko dahlia,BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK DOT
187,hmmm aku pikir mulutku akan lebih sakit lagi jika aku melihat pemilik toko itu bagaimanapun wanita yang tae gong shil ikuti dia adalah pegawai di dahlia,COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT COMMA BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK DOT
188,aku tidak punya lagi anak untuk makan siang bersama jadi aku hanya membawakanmu sedikit makanan ibu kita hanya tinggal berdua sekarang,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK DOT COMMA BLANK BLANK BLANK BLANK DOT
189,kita harus memastikan untuk hidup dengan baik apakah kamu mau mendaki bersamaku seperti yang aku lalukan dengan yeon hee ini,BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK QUES QUES
190,ini adalah sepatu istrimu yang meninggal aku diminta untuk memberikannya padamu,BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
191,tunggu ini milik yeon hee dia datang kemari sebelum kecelakaan dan dia melihat suaminya selingkuh padamya,COMMA BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK DOT
192,dia sangat terkejut jadi dia berlari tanpa mengetahuo kalau sepatunya tertinggal di belakang chi seop apa yang dia bicarakan,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK COMMA BLANK BLANK BLANK QUES
193,apakah kamu bilang istriku datang kemari kamu salah dan sepatu itu bukan milik istriku tolong berhenti berbohong,BLANK BLANK BLANK BLANK BLANK QUES BLANK DOT COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT
194,aku tidak tahu apa yang kamu biacarakan ibu aku menemukan sepatu yeon hee apa,BLANK BLANK BLANK BLANK BLANK BLANK DOT COMMA BLANK BLANK BLANK BLANK DOT QUES
195,polisi membawa ini padaku bilang kalau mereka menemukan ini di tempat kecelakaan ini sepatu milik istriku yang hilang,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
196,itu tidak benar sepatu ini milik wanita lain wanita itu ada ditoko ini,BLANK BLANK COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
197,siapa kamu apa yang kamu inginkan,BLANK QUES BLANK BLANK BLANK QUES
198,dia bilang dia akan mengawasi kamu dia ingin melindungimu dia adalah orang jahat,BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT BLANK BLANK BLANK DOT
199,kenapa kamu seperti ini ini baru seminggu istriku meninggal dunia aku mau mati juga,BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
200,kenapa kamu melakukan ini pada orang yang hidup dalam luka bisakah kamu masih mengatakan katakata itu walaupim jika istrimu ada disini bersama kita,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
201,jika dia ada disini bersama kita dia akan tahu betapa aku mencintainyam betapa aku sengsara dalam luka aku yakin dia akan tahu bohong,BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK DOT DOT
202,semua itu adalah bohong nona kenapa kamu seperti ini apakah kamu gila,BLANK BLANK BLANK DOT COMMA BLANK BLANK BLANK QUES BLANK BLANK QUES
203,aku melihat semuanya aku melihat kamu tersenyum ketika kamu mengetahui istrimu meninggal,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
204,istrimu disini melihat kamu berbohong keluar tidakkah kamu bersalah,BLANK BLANK BLANK BLANK DOT DOT BLANK BLANK QUES
205,pergi pria ini adalah pria jahat anakmu ingin aku melindungimu,DOT BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
206,keluar pergi pergi,DOT COMMA DOT
207,wanita yang membuat keributan di dahlia adalah anggota dari tim kebersihan ini sepertinya tae gong shil,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
208,tae gong shil tolong nyonya sadarlah dirimu,BLANK BLANK QUES COMMA DOT BLANK DOT
209,wanita itu hentikan sekarang,BLANK COMMA BLANK DOT
210,itu tae gong shil yang aku lihat sebelumnya gadis yang lebih cantik dan lebih pintar darimu di smu,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
211,ada rumor dia menjadi aneh aku rasa mereka benar dia benarbenar kehilangan wanita itu dalam bahaya,BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK DOT BLANK BLANK DOT BLANK BLANK BLANK DOT
212,wanita ini benarbenar apakah dia sudah gila kalian berdua bawa wanita ini keluar cepat,BLANK COMMA COMMA BLANK BLANK BLANK QUES BLANK COMMA BLANK BLANK BLANK DOT DOT
213,ya apakah dia gila aku tahu bukan,DOT BLANK BLANK QUES BLANK COMMA QUES
214,ayo pergi ibu tae gong shil,BLANK COMMA DOT BLANK BLANK DOT
215,kenapa kamu duduk disini seperti orang gila berdiri,BLANK BLANK BLANK BLANK BLANK BLANK QUES DOT
216,aku bilang berdiri apakah kamu menemukan pemilik sepatu,BLANK BLANK DOT BLANK BLANK BLANK BLANK QUES
217,ya aku menemukan pemiliknya tapi pria itu menolak kalau ini adalah sepatu istrinya,DOT BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
218,aku tidak bohong ini adalah sepatu milik istriku yang meninggal wanita itu mengatakan halhal gila,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
219,aku rasa kita harus mencair tahu apakah dia gila atau kalau kamu berbohong dengan memasang sepatu bersamasama ini sepatu yang istrimu pakai ketika dia meninggal aku memungutnya ketika kamu membuangnya di tong sampah diluar rumah sakit,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
220,lihat pasangan tidak cocok,DOT BLANK BLANK DOT
221,kamu benar mereka tidak cocok sepatumu tidak cocok,BLANK DOT BLANK BLANK DOT BLANK BLANK DOT
222,dimana yang ini menjadi pasangan yang sempurna apakah benar ini milik yeon hee lalu apa yang kamu punya,BLANK BLANK COMMA BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK QUES COMMA BLANK BLANK BLANK QUES
223,wanita itu disana ya lihat,BLANK BLANK DOT DOT DOT
224,dia kehilangan sepatunya apakah sepatu itu milik wanita itu sepertinya sepatu yang kamu punya milik dia,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK COMMA BLANK DOT
225,apakah kamu berbohong selama ini ibu,BLANK BLANK COMMA BLANK QUES DOT
226,apakah kamu baikbaik istrimu mengawasimu dan dia akan mencari kasur kematianmu seperti yang kamu cari untuknya,BLANK BLANK QUES BLANK COMMA BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK DOT
227,apakah anakku melihat kita ya,BLANK BLANK BLANK QUES DOT
228,presiden disini seperti baik dia mengambil sisi pegawainya,BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
229,presiden joo joong won bukan jenis karakter ini aku,BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK DOT
230,tae yi ryeong lepaskan,BLANK BLANK DOT DOT
231,ini aku tae yi ryeong kamu tibatiba menyentuhku kamu melakukan hal yang sama seperti waktu itu,BLANK COMMA BLANK BLANK DOT BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
232,kamu pasti sekuriti yang bergairah kamu bekerja disini,BLANK BLANK BLANK BLANK DOT BLANK BLANK QUES
233,kang woo namamu kang woo ya benar,BLANK QUES BLANK BLANK QUES COMMA DOT
234,bagus bertemu denganmu sejak insiden waktu lalu,BLANK BLANK DOT BLANK BLANK BLANK BLANK
235,aku harus pergi aku sedang bertugas sekarang apakah kamu tahu dia,BLANK BLANK DOT BLANK BLANK BLANK DOT BLANK BLANK BLANK QUES
236,apakah dia mengacuhkanku apa yang terjadi,BLANK BLANK QUES BLANK BLANK QUES
237,joo goon menyelesaikan semuanya ceo sendiri,BLANK BLANK BLANK DOT BLANK QUES
238,aku sumpah tae yang adalah pacar rahasia joo goon aku yakin apa yang aku lihat,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
239,tapi aku tidak mengambilnya terlalu keras bukan ini tidak membuatnya marah,BLANK BLANK BLANK BLANK BLANK COMMA QUES BLANK BLANK BLANK DOT
240,ayo pergi terima kasih banyak sudah menolongku walaupun kamu bilang kamu tidak akan mempercayainya dan mengacuhkannya tidak pergi berterima kasih padaku,BLANK DOT BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
241,aku hanya membalas dendamku pria itu tidak hanya mengkhianati istrinya tapi mengkhianati kingdomku juga dia sudah menandatangani kontrak pindah dengangiant mall,BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK DOT
242,bajingan itu aku hanya membalas dendamku untuk pengkhianatannya tapi kamu tidak melihat dia karena kamu juga khawatir,BLANK COMMA BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
243,aku hanya harus melihat kejadian yang tidak perlu dengan berjalan kearah yang salah apa rumah sakit lagi,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT COMMA BLANK BLANK QUES
244,ayo pulang kerumah hm aku jalan kearah yang salah dan melihat kejadian jadi aku memungutnya orang terkadang menemukan apa yang mereka hilang ditempat yang tidak biasa atau tiba ditempat yang tidak biasa dengan tersesat dijalan,BLANK BLANK COMMA QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
245,kita pikir ini seperti untung atau sial dari kebetulan tapi tidak semua itu adalah kebetulan,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
246,apakah kamu bilang aku tersesat bukan karena kebetulan belok ke kanan belok ke kanan,BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK DOT BLANK BLANK DOT
247,apa belok kanan lagi,QUES BLANK BLANK QUES
248,bukankah ini tempat yang sebelumnya hentikan,BLANK BLANK BLANK BLANK QUES DOT
249,jangan mengatakan padaku halhal yang tidak berguna lagi ceo,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT DOT
250,berpikir tentang ini aku rasa ada cara untukku menjadi spesial untukmu kamu menjadi spesial untukku,BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK QUES
251,kenapa apakah dia mengatakan padamu nomor menang lotre cha hee joo dia adalah orang yang sangat spesial untukmu bukan,QUES BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK COMMA QUES
252,aku punya kemampuan untuk melhat dia benar,BLANK BLANK BLANK BLANK BLANK DOT DOT
253,kamu bilang hee joo ada disampingku bukan jika kamu selalu disampingku kamu bisa melihat dia lagi bukan,BLANK BLANK BLANK BLANK BLANK COMMA QUES BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK COMMA QUES
254,ya aku akan menjadi spesial jika aku bisa melihat cha hee joo lagi bukan jika aku melihatnya lagi aku akan memberitahumu,DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA QUES BLANK BLANK BLANK COMMA BLANK BLANK DOT
255,terima kasih aku akan melihat hee joo lagi,BLANK DOT BLANK BLANK COMMA BLANK BLANK QUES
256,apakah kamu merasa sesatu dari insiden ini aku aku tidak peduli jika kamu melihat uangku dulu,BLANK BLANK BLANK BLANK BLANK BLANK QUES QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
257,kamu harus melihatku sampai akhir dada wanita cantik akan hancur dengan usia mereka,BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
258,bagimanapun uangku tidak akan pernah mongering jadi kamu harus tetap percaya dan setia dari awal dan tidak melihat tempat lainnya,COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK DOT
